party,seats,sq_cabinet,sq_pm,election_year,base,miw_new,banzhaf,shapley,splus,country,cabinet_id,party_id,cabinet_name,caretaker,cabinet_party,prime_minister,left_rightx,left_righty,cabinet_seats,total_cabinet_size,party_count,cab_count,party_name,party_name_english,country_id,election_id,seats_share,election_date,start_date,post_election,enpp,mingov,bicameral,largest_parl,largest_cab,lag_largest_parl,lag_largest_cab,seats_total,miw_proportion,cabinet_proportion,seats_proportion,W,A,B,B_star,C,D,E,country_dummy1,country_dummy2,country_dummy3,country_dummy4,country_dummy5,country_dummy6,country_dummy7,country_dummy8,country_dummy9,country_dummy10,country_dummy11,country_dummy12,country_dummy13,coalition_total
CDA,34,1,1,1994,34,21,.22690763,.22882396,.22957449,NLD,637,235,Kok I,0,0,0,5.8017777,5.7,0,14,12,3,Christen Democratisch Appl,Christian Democrats,8,570,22.666666,5/3/1994,8/22/1994,1,5.4164662,0,1,0,0,1,1,150,.21428572,0,.22666667,76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,
VIHR,11,1,0,1999,11,3,.040909089,.04404762,.040465001,FIN,352,1062,Lipponen II,0,1,0,3.7008333,,1,16,10,5,Vihre_ Liitto _ Gr_na F_rbundet,Green League,67,15,5.5,3/21/1999,4/15/1999,1,5.1506567,0,0,0,0,0,0,198,.06818182,.06666667,.055555556,100,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,139
NSP,2,0,0,1995,2,1,.002304147,.001587302,.0057161348,FIN,100,1009,Lipponen I,0,0,0,,,0,16,11,5,Nuorsuomalaiset _ Ungfinnarna,Young Finns,67,24,1,3/19/1995,4/13/1995,1,4.8971596,0,0,0,0,0,0,199,.011764706,0,.010050251,100,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
FI,123,0,0,1996,123,47,.18897243,.19646464,.19588752,ITA,276,596,Prodi I,0,0,0,6.9677778,,0,25,11,4,Forza Italia,Go Italy,26,551,19.523809,4/21/1996,5/18/1996,1,6.0889177,1,1,0,0,0,0,630,.19262294,0,.1952381,316,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
RKP-SFP,11,1,0,1991,11,3,.040358745,.037301589,.037486807,FIN,831,585,Aho I,0,1,0,6.3257778,6.1,2,17,10,4,Ruotsalainen Kansanpuolue _ Svenska Folkepartiet i Finland,Swedish Peoples Party,67,602,5.5,3/17/1991,4/26/1991,1,5.2452135,0,0,0,0,0,0,199,.063829787,.11764706,.055276383,100,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114
FDP,79,1,0,1990,79,1,.16666667,.16666667,.1629487,DEU,862,543,Kohl IV,0,1,0,5.8064444,5.1,5,20,6,3,Freie Demokratische Partei,Free Democratic Party,54,445,11.933535,12/2/1990,1/18/1991,1,3.1724627,0,1,0,0,0,0,654,.2,.25,.12079511,328,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,398
SP,2,0,0,1994,2,2,.019076305,.018506493,.017627984,NLD,637,357,Kok I,0,0,0,1.2425,.6,0,14,12,3,Socialistische Partij,Socialist Party,8,570,1.3333334,5/3/1994,8/22/1994,1,5.4164662,0,1,0,0,0,0,150,.020408163,0,.013333334,76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,
PSC,12,1,0,1995,12,12,.074265979,.07344877,.074756429,BEL,95,1192,Dehaene II,0,1,0,5.5811111,6.3,4,20,11,4,Parti Social Chr_tien,Francophone Christian Social Party,64,332,8,5/21/1995,6/23/1995,1,8.0299788,0,1,0,0,0,0,150,.079999998,.2,.079999998,76,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,82
DP,8,0,0,1987,8,8,.012825817,.0089882342,.0096665993,ITA,756,1424,Goria,0,0,0,.5,.5,0,31,14,5,Democrazia Proletaria,Proletarian Democracy,26,17,1.2698413,6/14/1987,7/28/1987,1,4.0743632,0,1,0,0,0,0,629,.019277109,0,.012718601,315,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
FDV,16,0,0,1992,16,16,.021287145,.020669607,.020748707,ITA,176,910,Amato I,0,0,0,2.6337037,,0,30,16,4,Federazione dei Verdi,Federation of the Greens,26,605,2.5396826,4/5/1992,6/28/1992,1,5.7116132,0,1,0,0,0,0,629,.025437202,0,.025437202,315,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
SP-P,7,0,0,1991,7,2,.031390134,.03015873,.025455391,FIN,831,200,Aho I,0,0,0,6.3916667,5.8,0,17,10,4,Suomen Puolue _ Perussuomalaiset,Finnish Party -- True Finns,67,602,3.5,3/17/1991,4/26/1991,1,5.2452135,0,0,0,0,0,0,199,.04255319,0,.035175879,100,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
KRF,22,0,0,2001,22,3,.15254237,.15238096,.140183,NOR,300,1538,Bondevik II,0,1,1,6.1333333,6.1,6,19,8,3,Kristelig Folkeparti,Christian Democratic Party,9,328,13.333333,9/10/2001,10/19/2001,1,5.3518772,1,0,0,0,0,0,165,.14285715,.31578946,.13333334,83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,62
SAP,130,1,1,2006,130,8,.44444445,.43809524,.42965895,SWE,475,904,Reinfeldt I,0,0,0,3.3653333,2.9,0,22,7,4,Socialdemokraterna,Social Democrats,35,629,37.249283,9/17/2006,10/6/2006,1,4.1492419,0,0,1,0,1,1,349,.34782609,0,.37249285,175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
ECOLO,11,0,0,1999,11,11,.075060531,.073989898,.070342429,BEL,193,161,Verhofstadt I,0,1,0,2.9113333,4.5,3,21,11,6,ócologistes Conf_d_r_s pour l'organisation de luttes originales,Confederated ecologists for the organisation of original struggles,64,2,7.3333335,6/13/1999,7/12/1999,1,9.050684,0,1,0,0,0,0,150,.07333333,.14285715,.07333333,76,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,94
PSC,9,1,0,2010,9,9,.057166878,.056421354,.056961533,BEL,675,1192,Leterme III,1,1,0,5.5811111,6.3,1,15,12,0,Parti Social Chr_tien,Francophone Christian Social Party,64,486,6,6/13/2010,6/13/2010,1,8.4206591,1,1,0,0,0,0,150,.059999999,.083333336,.059999999,76,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,70
GPV,2,0,0,1994,2,2,.019076305,.018506493,.01793937,NLD,637,625,Kok I,0,0,0,8.144444399999999,9,0,14,12,3,Gereformeerd Politiek Verbond,Reformed Political League,8,570,1.3333334,5/3/1994,8/22/1994,1,5.4164662,0,1,0,0,0,0,150,.020408163,0,.013333334,76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,
FG,51,0,0,1987,51,1,.027027028,.047619049,.050667077,IRL,77,1393,Haughey III,0,0,0,6.4893333,6.8,0,16,7,1,Fine Gael,Fine Gael (Familiy of the Irish),37,43,30.722891,2/17/1987,3/10/1987,1,2.8921075,1,1,0,0,0,1,165,.090909094,0,.30909091,83,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
SD,55,0,0,1988,55,11,.3859649,.3952381,.38727471,DNK,57,1629,Schluter IV,0,0,0,3.8689841,3.8,0,21,9,3,Socialdemokraterne,Social Democrats,21,387,30.726257,5/10/1988,6/3/1988,1,5.544385,1,0,1,0,1,0,175,.31428573,0,.31428573,88,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
LD,1,0,0,2010,1,1,.0084068943,.008008658,.0068894369,BEL,675,221,Leterme III,1,0,0,,,0,15,12,0,Lijst Dedecker,List Dedecker,64,486,.66666669,6/13/2010,6/13/2010,1,8.4206591,1,1,0,0,0,0,150,.0066666668,0,.0066666668,76,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
CSV,26,1,1,2009,26,8,.5869565,.56666666,.55901241,LUX,601,1234,Juncker IV,0,1,1,6.7105263,,18,25,6,2,Chrschtlech Sozial Vollekspartei _ Parti populaire chr_tien social _ Christlich Soziale Volkspartei,Christian Social People's Party,7,172,43.333332,6/7/2009,7/23/2009,1,3.6290324,0,0,1,1,1,1,60,.40000001,.72000003,.43333334,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39
PEV,2,0,0,2002,2,1,.02,.016666668,.017191613,PRT,381,1535,Barroso,0,0,0,2.1710526,,0,18,6,2,Partido Ecologista _ Os Verdes,Ecology Party -- Greens,63,657,.86956519,3/17/2002,4/6/2002,1,2.5742092,0,0,0,0,0,0,230,.050000001,0,.0086956518,116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
PSC,19,1,0,1987,19,19,.08576642,.08293651,.083090372,BEL,457,1192,Martens VIII,0,1,0,5.5811111,6.3,4,26,11,5,Parti Social Chr_tien,Francophone Christian Social Party,64,191,8.9622641,12/13/1987,5/9/1988,1,7.1317043,0,1,0,0,0,0,212,.089622639,.15384616,.089622639,107,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,150
EKO,1,0,0,1995,1,1,.002304147,.001587302,.002933,FIN,100,1105,Lipponen I,0,0,0,4.75,,0,16,11,5,Ekologinen puolue _ Ekologiska partiet,Ecological Party,67,24,.5,3/19/1995,4/13/1995,1,4.8971596,0,0,0,0,0,0,199,.011764706,0,.0050251256,100,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
VVD,22,1,0,1989,22,11,.25647059,.25634921,.24482761,NLD,148,1409,Lubbers III,0,0,0,7.2037778,7.4,0,14,9,2,Volkspartij voor Vrijheid en Democratie,People's Party for Freedom and Democracy,8,627,14.666667,9/6/1989,11/7/1989,1,3.7525017,0,1,0,0,0,0,150,.21568628,0,.14666666,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
CD,1,0,0,1989,1,1,.0070588239,.0051587299,.0070016412,NLD,148,209,Lubbers III,0,0,0,9.409722199999999,,0,14,9,2,Centrum Democraten,Centre Democrats,8,627,.66666669,9/6/1989,11/7/1989,1,3.7525017,0,1,0,0,0,0,150,.019607844,0,.0066666668,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
GPV,2,0,0,1989,2,2,.011764706,.0087301591,.013281251,NLD,148,625,Lubbers III,0,0,0,8.144444399999999,9,0,14,9,2,Gereformeerd Politiek Verbond,Reformed Political League,8,627,1.3333334,9/6/1989,11/7/1989,1,3.7525017,0,1,0,0,0,0,150,.039215688,0,.013333334,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
D66,3,0,0,2006,3,3,.023760332,.02420635,.020051289,NLD,69,345,Balkenende IV,0,0,0,4.4204445,4.4,0,16,10,3,Democraten 66,Libertarians,8,578,2,11/22/2006,2/22/2007,1,5.5391431,0,1,0,0,0,0,150,.02238806,0,.02,76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,
SP-P,1,0,0,1999,1,1,.0045454549,.0059523811,.0043569449,FIN,352,200,Lipponen II,0,0,0,6.3916667,5.8,0,16,10,5,Suomen Puolue _ Perussuomalaiset,Finnish Party -- True Finns,67,15,.5,3/21/1999,4/15/1999,1,5.1506567,0,0,0,0,0,0,198,.022727273,0,.005050505,100,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
MPA,8,0,0,2008,8,3,.047169812,.040476192,.030441599,ITA,823,1040,Berlusconi IV,0,0,0,,,0,24,9,2,Movimento per l'Autonomia,Movement for Autonomy,26,111,1.2698413,4/13/2008,5/8/2008,1,3.0750279,0,1,0,0,0,0,628,.06818182,0,.012738854,315,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
FG,52,0,0,2007,52,2,.069767445,.085714288,.09619157,IRL,864,1393,Ahern III,0,0,0,6.4893333,6.8,0,15,7,3,Fine Gael,Fine Gael (Familiy of the Irish),37,190,30.722891,5/24/2007,6/14/2007,1,3.0063276,0,1,0,0,0,0,169,.11764706,0,.30769232,85,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
LIF,11,0,0,1994,11,0,0,0,.012728727,AUT,294,955,Vranitzky IV,0,0,0,4.8805555,,0,17,5,2,Liberales Forum,Liberal Forum,59,66,6.0109291,10/9/1994,11/29/1994,1,3.7280419,0,1,0,0,0,0,183,0,0,.060109291,92,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
D66,10,0,0,2010,10,10,.061553031,.057142857,.058761742,NLD,804,345,Rutte,0,0,0,4.4204445,4.4,0,12,10,2,Democraten 66,Libertarians,8,530,6.6666665,6/9/2010,10/14/2010,1,6.7446041,1,1,0,0,0,0,150,.06666667,0,.06666667,76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,
VVD,22,1,0,2006,22,18,.11260331,.11031746,.11476741,NLD,69,1409,Balkenende IV,0,0,0,7.2037778,7.4,0,16,10,3,Volkspartij voor Vrijheid en Democratie,People's Party for Freedom and Democracy,8,578,14.666667,11/22/2006,2/22/2007,1,5.5391431,0,1,0,0,0,0,150,.13432837,0,.14666666,76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,
VB,2,0,0,1987,2,2,.0082116788,.007539683,.0088038351,BEL,457,993,Martens VIII,0,0,0,9.727222299999999,9.800000000000001,0,26,11,5,Vlaams Blok,Flemish Block,64,191,.94339621,12/13/1987,5/9/1988,1,7.1317043,0,1,0,0,0,0,212,.0094339624,0,.0094339624,107,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
FG,55,0,0,1997,55,3,.04878049,.071428575,.074371211,IRL,126,1393,Ahern I,0,0,0,6.4893333,6.8,0,16,9,2,Fine Gael,Fine Gael (Familiy of the Irish),37,316,32.530121,6/6/1997,6/26/1997,1,2.9926152,1,1,0,0,0,1,165,.10344828,0,.33333334,83,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
PRL,23,1,0,1987,23,23,.10766423,.10714286,.10475884,BEL,457,454,Martens VIII,0,0,0,6.8551111,7.6,0,26,11,5,Parti R_formateur Lib_ral,Liberal Reformist Party,64,191,10.849056,12/13/1987,5/9/1988,1,7.1317043,0,1,0,0,0,0,212,.10849056,0,.10849056,107,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
SV,23,0,0,2001,23,3,.15254237,.15238096,.14173976,NOR,300,81,Bondevik II,0,0,0,1.4611111,1.2,0,19,8,3,Sosialistisk Venstreparti,Socialist Left Party,9,328,13.939394,9/10/2001,10/19/2001,1,5.3518772,1,0,0,0,0,0,165,.14285715,0,.13939394,83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
SSDP,45,0,0,2007,45,4,.28846154,.26190478,.25877115,FIN,277,395,Vanhanen II,0,0,0,3.4931111,3,0,20,9,4,Suomen Sosialidemokraattinen Puolue _ Finlands Socialdemokratiska Parti,Social Democratic Party of Finland,67,314,22.5,3/18/2007,4/19/2007,1,5.1308365,0,0,0,0,0,0,199,.21052632,0,.22613065,100,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
KOK,53,0,0,1987,53,8,.28909951,.28968254,.2948263,FIN,614,1118,Holkeri I,0,1,1,7.1597778,7.2,5,15,10,4,Kansallinen Kokoomus _ Samlingspartiet,National Coalition Party,67,527,26.5,3/16/1987,4/30/1987,1,4.9480457,0,0,0,0,0,0,199,.24242425,.33333334,.26633167,100,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,130
B,4,0,0,2009,4,1,.07692308,.06666667,.055707764,ISL,651,587,Sigurdardottir II,0,0,0,,,0,10,5,2,Borgarahreyfingin,Citizens' Movement,56,36,6.3492064,4/25/2009,4/25/2009,1,4.1822972,0,0,0,0,0,0,63,.11111111,0,.063492067,32,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
CU,3,0,0,2003,3,2,.0093896706,.0099206353,.011283792,NLD,124,1206,Balkenende II,0,0,0,6.315,,0,16,9,3,ChristenUnie _ Staatkundig Gereformeerde Partij,ChristianUnion -- Reformed Political Party,8,335,2,1/22/2003,5/27/2003,1,4.7448335,0,1,0,0,0,0,150,.029411765,0,.02,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
PSI,94,1,0,1987,94,82,.21238449,.22143134,.22099021,ITA,756,1475,Goria,0,1,0,3.7722222,3.1,8,31,14,5,Partito Socialista Italiano,Italian Socialist Party,26,17,14.920635,6/14/1987,7/28/1987,1,4.0743632,0,1,0,0,0,0,629,.19759037,.25806451,.14944357,315,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,377
KRF,4,1,0,1988,4,1,.01754386,.014285714,.018171396,DNK,57,1331,Schluter IV,0,0,0,5.8095237,6.2,0,21,9,3,Kristeligt Folkeparti,Christian People's Party,21,387,2.2346368,5/10/1988,6/3/1988,1,5.544385,1,0,0,0,0,0,175,.028571429,0,.022857143,88,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
FRP,16,0,0,1988,16,3,.070175439,.06666667,.071551062,DNK,57,978,Schluter IV,0,0,0,9.006349200000001,8.699999999999999,0,21,9,3,Fremskridtspartiet,Progress Party,21,387,8.9385471,5/10/1988,6/3/1988,1,5.544385,1,0,0,0,0,0,175,.085714288,0,.09142857,88,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
LAB,37,0,0,2011,37,1,.090909094,.1,.096791752,IRL,904,318,Kenny I,0,1,0,3.6788889,3.6,5,15,7,2,P_irti Lucht Oibre,Labour Party,37,698,22.289156,2/25/2011,3/9/2011,1,3.4557312,0,1,0,0,0,0,166,.14285715,.33333334,.22289157,84,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,113
MR,23,1,0,2007,23,23,.15514994,.15685426,.15636802,BEL,886,915,Verhofstadt III,1,1,0,6.8216666,7.6,5,25,11,4,Mouvement R_formateur,Reformist Movement,64,401,15.333333,6/10/2007,6/10/2007,1,7.9113922,1,1,0,1,0,0,150,.15333334,.2,.15333334,76,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,75
ENH,4,0,0,2007,4,1,.017241379,.014285714,.014749477,DNK,788,306,Rasmussen F III,0,0,0,1,,0,19,9,2,Enhedslisten / De Rd-Grnne,Red-Green Alliance,21,174,2.2346368,11/13/2007,11/23/2007,1,5.5655723,1,0,0,0,0,0,170,.03846154,0,.023529412,86,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
SSDP,42,0,0,2011,42,6,.21538462,.21904762,.20423529,FIN,918,395,Katainen,0,1,0,3.4931111,3,6,19,9,6,Suomen Sosialidemokraattinen Puolue _ Finlands Socialdemokratiska Parti,Social Democratic Party of Finland,67,700,21,4/17/2011,6/22/2011,1,5.830904,0,0,0,0,0,0,199,.20689656,.31578946,.21105528,100,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,125
PCI,177,0,0,1987,177,82,.21238449,.22143134,.22107492,ITA,756,1088,Goria,0,0,0,1.6,1.6,0,31,14,5,Partito Comunisti Italiani,Communist Party,26,17,28.095238,6/14/1987,7/28/1987,1,4.0743632,0,1,0,0,0,0,629,.19759037,0,.28139904,315,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
FN,1,0,0,1999,1,1,.0080710249,.0077200579,.0085178213,BEL,193,171,Verhofstadt I,0,0,0,9.888889300000001,,0,21,11,6,Front National,National Front,64,2,.66666669,6/13/1999,7/12/1999,1,9.050684,0,1,0,0,0,0,150,.0066666668,0,.0066666668,76,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
SVP,2,0,0,2008,2,2,.028301887,.02142857,.0068175332,ITA,823,1030,Berlusconi IV,0,0,0,5.4000001,,0,24,9,2,S_dtiroler Volkspartei,South Tyrol Peoples Party,26,111,.31746033,4/13/2008,5/8/2008,1,3.0750279,0,1,0,0,0,0,628,.045454547,0,.0031847134,315,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
SD,45,0,0,2007,45,7,.27586207,.29523811,.28718701,DNK,788,1629,Rasmussen F III,0,0,0,3.8689841,3.8,0,19,9,2,Socialdemokraterne,Social Democrats,21,174,25.139666,11/13/2007,11/23/2007,1,5.5655723,1,0,0,0,0,0,170,.26923078,0,.2647059,86,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
KPL,1,0,0,1989,1,1,.009708738,.0095238099,.010964618,LUX,418,151,Santer II,0,0,0,,,0,17,7,2,Kommunistesch Partei Ltzebuerg _ Parti Communiste Luxembourgeois _ Kommunistische Partei Luxemburg,Communist Party of Luxembourg,7,526,1.6666666,6/18/1989,7/14/1989,0,3.7735848,0,0,0,0,0,0,60,.033333335,0,.016666668,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
SV,9,0,0,1997,9,2,.03125,.026190476,.027571648,NOR,45,81,Bondevik I,0,0,0,1.4611111,1.2,0,19,8,3,Sosialistisk Venstreparti,Socialist Left Party,9,669,5.4545455,9/16/1997,10/17/1997,1,4.3608842,1,0,0,0,0,0,165,.057142857,0,.054545455,83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
LUP,6,0,0,2006,6,6,.010383413,.0087468093,.008365063,ITA,117,1246,Prodi II,0,0,0,2.9824561,,0,26,17,7,L'Unione-Prodi,The Union-Prodi,26,107,.95238096,4/9/2006,5/17/2006,1,5.0764861,0,1,0,0,0,0,627,.011173184,0,.0095693776,314,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
GRUE,51,1,0,2005,51,1,.14285715,.13333334,.13331333,DEU,85,772,Merkel I,0,0,0,2.8744444,2.8,0,17,6,3,BÎÙndnis 90 / Die GrÎÙnen,Alliance 90 / Greens,54,118,8.3061886,9/18/2005,11/22/2005,1,4.0520649,0,1,0,0,0,0,614,.14285715,0,.083061889,308,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
AD,18, ,,1994,18,18,.031579666,.026876507,.026923299,ITA,672,896,Berlusconi I,0,0,0,5,,0,27,21,5,Alleanza Democratica,Democratic Alliance,26,146,2.8571429,3/27/1994,5/11/1994,1,7.6707511,0,1,0,0,0,0,630,.028753994,0,.028571429,316,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
AN,71,1,0,2006,71,71,.1209382,.12305472,.12389226,ITA,117,373,Prodi II,0,0,0,7.9855557,,0,26,17,7,Alleanza Nazionale,National Alliance,26,107,11.269841,4/9/2006,5/17/2006,1,5.0764861,0,1,0,0,0,0,627,.13221602,0,.11323764,314,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
SP,9,0,0,2002,9,8,.055084746,.060714286,.058126133,NLD,763,357,Balkenende I,0,0,0,1.2425,.6,0,14,10,3,Socialistische Partij,Socialist Party,8,74,6,5/15/2002,7/21/2002,0,5.7929969,0,1,0,0,0,0,150,.060606062,0,.059999999,76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,
PD,217,1,1,2008,217,8,.16037735,.17380953,.16991766,ITA,823,382,Berlusconi IV,0,0,0,2.95,,0,24,9,2,Partito Democratico,Democratic Party,26,111,34.444443,4/13/2008,5/8/2008,1,3.0750279,0,1,0,0,0,0,628,.18181819,0,.34554139,315,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
FI,140,1,1,2006,140,95,.12866695,.16700521,.1675715,ITA,117,596,Prodi II,0,0,0,6.9677778,,0,26,17,7,Forza Italia,Go Italy,26,107,22.222221,4/9/2006,5/17/2006,1,5.0764861,0,1,0,0,1,1,627,.17690875,0,.22328548,314,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
LR,6,0,0,1994,6,6,.01050221,.0086727133,.0086791357,ITA,672,366,Berlusconi I,0,0,0,,,0,27,21,5,La Rete / Movimento per la Democrazia,The Network / Movement for Democracy,26,146,.95238096,3/27/1994,5/11/1994,1,7.6707511,0,1,0,0,0,0,630,.0095846644,0,.0095238099,316,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
KD,7,0,0,2003,7,1,.037037037,.03809524,.029154345,FIN,877,1463,Jaatteenmaki,0,0,0,7.2257778,6.8,0,17,9,3,Suomen Kristillisdemokraatit _ Kristdemokraterna i Finland,Finnish Christian Union,67,253,3.5,3/16/2003,4/17/2003,1,4.9297509,0,0,0,0,0,0,199,.06666667,0,.035175879,100,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
SP,1,0,0,1997,1,1,.012195122,.011904762,.012892123,IRL,126,1014,Ahern I,0,0,0,1.3333334,,0,16,9,2,P_irt S_isialach,Socialist Party,37,316,.60240966,6/6/1997,6/26/1997,1,2.9926152,1,1,0,0,0,0,165,.034482758,0,.0060606059,83,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
CSV,22,1,1,1989,22,9,.33980581,.3595238,.36630407,LUX,418,1234,Santer II,0,1,1,6.7105263,,9,17,7,2,Chrschtlech Sozial Vollekspartei _ Parti populaire chr_tien social _ Christlich Soziale Volkspartei,Christian Social People's Party,7,526,36.666668,6/18/1989,7/14/1989,0,3.7735848,0,0,1,1,1,1,60,.30000001,.52941179,.36666667,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40
VIHR,10,0,0,1991,10,2,.031390134,.03015873,.034605429,FIN,831,1062,Aho I,0,0,0,3.7008333,,0,17,10,4,Vihre_ Liitto _ Gr_na F_rbundet,Green League,67,602,5,3/17/1991,4/26/1991,1,5.2452135,0,0,0,0,0,0,199,.04255319,0,.050251257,100,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
LSAP,14,0,0,2004,14,1,.16666667,.16666667,.1669783,LUX,12,701,Juncker III,0,1,0,3.9473684,,7,25,5,2,Ltzebuerger Sozialistesch Arbechterpartei _ Parti Ouvrier Socialiste Luxembourgeois _ Luxemburger Sozialistische Arbeiterpartei,Luxembourg Socialist Workers' Party,7,383,23.333334,6/13/2004,7/31/2004,1,3.8054969,0,0,0,0,0,0,60,.2,.28,.23333333,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38
PS,19,1,0,1999,19,19,.12832929,.12914863,.12824565,BEL,193,1378,Verhofstadt I,0,1,0,3.1588889,2.5,3,21,11,6,Parti Socialiste,Francophone Socialist Party,64,2,12.666667,6/13/1999,7/12/1999,1,9.050684,0,1,0,0,0,0,150,.12666667,.14285715,.12666667,76,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,94
V,2,0,0,2001,2,1,.016949153,.01904762,.01016815,NOR,300,647,Bondevik II,0,1,0,4.7,4,3,19,8,3,Venstre,Liberal Party of Norway,9,328,1.2121212,9/10/2001,10/19/2001,1,5.3518772,1,0,0,0,0,0,165,.047619049,.15789473,.012121212,83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,62
GIRAS,17,0,0,2001,17,11,.027478447,.022655124,.020447314,ITA,256,949,Berlusconi II,0,0,0,2.6337037,,0,21,12,4,Il Girasole,Greens and Social Democrats,26,498,2.7914615,5/13/2001,6/11/2001,1,5.3029213,0,1,0,0,0,0,609,.033232629,0,.027914613,305,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
